bookID,title,series,primary_author,all_authors,average_rating,ratings_count,text_reviews_count,isbn,isbn13,num_pages,publication_date,publisher,language,book_age,rating_popularity_score
22227,The Sheik & the Princess Bride,Desert Rogues  #8,Susan   Mallery,['Susan   Mallery'],3.95,506,22,0373246471,9780373246472,256,2004-10-25,Silhouette Special Edition,English,21,24.602618464185177
22229,The Prince Kidnaps a Bride,Lost Princesses  #3,Christina Dodd,['Christina Dodd'],3.79,2103,84,0060561181,9780060561185,384,2006-11-28,Avon,English,19,28.999547224920306
22230,Stargirl,Stargirl  #1,Jerry Spinelli,['Jerry Spinelli'],3.76,1969,252,0440416779,9780440416777,186,2004-05-11,Laurel Leaf,English,21,28.52256596971245
22237,Son of the Mob,Son of the Mob  #1,Gordon Korman,['Gordon Korman'],3.72,5977,620,0786815930,9780786815937,262,2004-09-01,Little  Brown Books For Young Readers,English,21,32.34852979537924
22238,Hollywood Hustle,Son of the Mob  #2,Gordon Korman,['Gordon Korman'],3.64,1615,145,0786809191,9780786809196,268,2006-04-01,Hyperion Paperbacks,English,19,26.891261630254988
22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,,Albert Demeo,"['Albert Demeo', 'Mary Jane Ross']",4.05,966,108,0767906896,9780767906890,288,2003-09-09,Broadway,English,22,27.84050390658584
22265,Neptune Noir: Unauthorized Investigations into Veronica Mars,,Rob Thomas,"['Rob Thomas', 'Leah Wilson', 'Heather Havrilesky', 'Amy Berner', 'Lynne Edwards', 'John  Ramos', 'Alafair Burke', 'Chris McCubbin', 'Lawrence Watt-Evans', 'Lani Diane Rich', 'Geoff Klock', 'Judy Fitzwater', 'Evelyn Vaughn', 'Joyce Millman', 'Amanda Ann Klein', 'Kristen Kidder', 'Jesse Hassenger', 'Gwen Ellery', 'Misty Hook', 'Samantha Bornemann']",3.63,925,112,1933771135,9781933771137,224,2007-04-10,Smart Pop,English,18,24.79607347176563
22268,The Soloist,,Nicholas Christopher,['Nicholas Christopher'],3.3,56,9,1593761228,9781593761226,320,2006-11-27,Counterpoint,English,19,13.342069183854015
22277,Kenang-Kenangan Seorang Geisha,Memoirs of a Geisha,Arthur Golden,['Arthur Golden'],4.11,28,6,9833346685,9789833346684,784,2006-07-01,Marshall Cavendish Editions,Malay,19,13.83958586124441
22278,Memoirs of a Geisha,,Arthur Golden,['Arthur Golden'],4.11,57,8,0701169699,9780701169695,452,2000-10-05,Chatto & Windus,English,25,16.688420773345783
22284,Diary,,Chuck Palahniuk,['Chuck Palahniuk'],3.61,65139,2120,1400032814,9781400032815,262,2004-09-14,Anchor,English,21,40.01430162457711
22285,Rant,,Chuck Palahniuk,['Chuck Palahniuk'],3.81,55592,2516,0385517874,9780385517874,320,2007-05-01,Doubleday,English,18,41.62734590325237
22286,Clown Girl,,Monica Drake,"['Monica Drake', 'Chuck Palahniuk']",3.39,6015,327,0976631156,9780976631156,297,2007-01-04,Hawthorne,English,18,29.5003829644846
22288,Haunted,,Chuck Palahniuk,['Chuck Palahniuk'],3.59,78280,3745,1400032822,9781400032822,419,2006-04-11,Anchor,English,19,40.45233610393977
22292,Haunted,,Chuck Palahniuk,"['Chuck Palahniuk', 'Erik Darling', 'Arthur Morey', 'Scott Brick', 'Lorna Raver', 'Marc Cashman', 'Kimberly Farr', 'Renee Randman']",3.59,57,23,0739302868,9780739302866,14,2005-05-10,Random House Audio,English,20,14.576990407861643
22293,Nonfiction,,Chuck Palahniuk,['Chuck Palahniuk'],3.57,213,15,0224063022,9780224063029,233,2004-08-05,Jonathan Cape,English,21,19.15653437362801
22296,Haunted,,Chuck Palahniuk,['Chuck Palahniuk'],3.59,173,15,0224064452,9780224064453,416,2005-05-01,Jonathan Cape,English,20,18.521008524180157
22297,Survivant,,Chuck Palahniuk,"['Chuck Palahniuk', 'Freddy Michalski']",3.92,14,0,2070756270,9782070756278,365,2001-02-04,Gallimard,French,24,10.615556788320664
22298,Fantasmas,,Chuck Palahniuk,"['Chuck Palahniuk', 'Javier Calvo']",3.59,116,13,9879397509,9789879397503,442,2006-08-28,Mondadori,Spanish,19,17.096204425923943
22302,Error humano,,Chuck Palahniuk,"['Chuck Palahniuk', 'Javier Calvo']",3.57,11,1,8439711867,9788439711865,253,2005-05-31,Mondadori,Spanish,20,8.871116739743162
22304,Life After God,,Douglas Coupland,['Douglas Coupland'],3.79,9882,338,0743231511,9780743231510,291,2002-07-01,Simon & Schuster,English,23,34.862585561945735
22307,Terry: Terry Fox and His Marathon of Hope,,Douglas Coupland,['Douglas Coupland'],4.34,256,22,1553651529,9781553651529,176,2005-08-04,Douglas & Mcintyre,English,20,24.082990208445253
22311,All Families Are Psychotic,,Douglas Coupland,['Douglas Coupland'],3.67,361,32,0007117531,9780007117536,279,2002-07-01,Harper Perennial,English,23,21.62233425740058
22312,Shampoo Planet,,Douglas Coupland,['Douglas Coupland'],3.5,8283,202,0743231538,9780743231534,282,2008-03-01,Scribner Book,English,17,31.57728427880416
22321,All Tomorrow's Parties,Bridge  #3,William Gibson,['William Gibson'],3.91,13020,316,0425190447,9780425190449,339,2003-02-04,Berkley,English,22,37.04458618631933
22322,Spook Country,Blue Ant  #2,William Gibson,['William Gibson'],3.69,16342,1258,0399154302,9780399154300,371,2007-08-07,Putnam Adult,English,18,35.798737765843384
22323,Burning Chrome,Sprawl  #0,William Gibson,"['William Gibson', 'Bruce Sterling', 'Jonathan Davis', 'Dennis Holland', 'Kevin Pariseau', 'Victor Bevine', 'Jay Snyder', 'Brian Nishil', 'L.J. Ganser', 'Oliver Wyman', 'Eric Michael Summerer', 'Marc Vietor']",4.06,30566,585,0060539828,9780060539825,224,2003-07-29,Harper Voyager,English,22,41.930365675048115
22325,Idoru,Bridge #2,William Gibson,['William Gibson'],3.8,17632,388,0425190455,9780425190456,308,2003-01-07,Berkley Trade,English,22,37.154604216550105
22326,Virtual Light,Bridge  #1,William Gibson,['William Gibson'],3.85,18228,358,0140157727,9780140157727,304,1996-10-26,Penguin,English,29,37.771460694401746
22332,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,,Dani Cavallaro,['Dani Cavallaro'],3.77,62,4,0485006073,9780485006070,258,2001-09-13,Bloomsbury Academic,English,24,15.619617918496077
22337,The Neil Gaiman Audio Collection,,Neil Gaiman,['Neil Gaiman'],4.24,1666,208,0060732989,9780060732981,1,2004-08-31,Harperfestival,English,21,31.45563094286337
22339,Death: The Time of Your Life,Death of the Endless  #2,Neil Gaiman,"['Neil Gaiman', 'Chris Bachalo', 'Mark Buckingham', 'Mark Pennington', 'Claire Danes']",4.22,12377,198,1563893339,9781563893339,95,1997-12-01,Vertigo,English,28,39.76791264530307
22344,Creatures of the Night,,Neil Gaiman,"['Neil Gaiman', 'Michael Zulli']",3.83,1706,171,1569719365,9781569719367,46,2004-12-27,Dark Horse,English,21,28.50474712830271
22345,New X-Men  Volume 4: Riot at Xavier's,,Grant Morrison,"['Grant Morrison', 'Frank Quitely']",4.06,2113,54,0785110674,9780785110675,120,2006-11-15,Marvel,English,19,31.08472889570654
22347,The Invisibles  Volume 1: Say You Want a Revolution,,Grant Morrison,"['Grant Morrison', 'Steve Yeowell', 'Jill Thompson', 'Dennis Cramer', 'Peter Milligan']",3.95,8822,372,1563892677,9781563892677,224,1996-06-01,Dc Comics,English,29,35.88621304752731
22350,Kid Eternity,,Grant Morrison,"['Grant Morrison', 'Duncan Fegredo']",3.41,693,44,1401209335,9781401209339,144,2006-02-01,Vertigo,English,19,22.309829385328204
22351,New X-Men  Volume 1: E Is for Extinction,,Grant Morrison,"['Grant Morrison', 'Frank Quitely']",4.06,7602,135,0785108114,9780785108115,144,2006-09-27,Marvel,English,19,36.281370632027446
22354,Seven Soldiers of Victory  Volume 1,,Grant Morrison,"['Grant Morrison', 'Ryan Sook', 'Mick Gray', 'Frazer Irving', 'J.H. Williams III', 'Simone Bianchi', 'Cameron Stewart']",3.79,2046,98,1401209254,9781401209254,224,2006-01-04,Dc Comics,English,19,28.895454919656288
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage,Doom Patrol  #1,Grant Morrison,"['Grant Morrison', 'Richard Case', 'Doug Braithwaite', 'Scott Hanna', 'Carlos Garzon', 'John Nyberg']",4.08,5447,235,1563890348,9781563890345,192,2000-04-17,Vertigo,English,25,35.100255699143744
22360,Doom Patrol  Vol. 5: Magic Bus,,Grant Morrison,"['Grant Morrison', 'Richard Case', 'Ken Steacy', 'Stan Woch', 'Philip Bond', 'Mark McKenna', 'Scott Hanna']",4.27,1363,52,1401212026,9781401212025,203,2007-04-01,Vertigo,English,18,30.821615099982548
22363,Batman: Gothic,,Grant Morrison,"['Grant Morrison', 'Klaus Janson']",3.79,4294,123,1563890283,9781563890284,128,1998-07-01,Dc Comics,English,27,31.704133902445566
22364,JLA: Earth 2,,Grant Morrison,"['Grant Morrison', 'Frank Quitely']",3.97,5165,143,1563896311,9781563896316,96,2000-10-01,Dc Comics,English,25,33.94292027541347
22365,New X-Men: Omnibus,,Grant Morrison,"['Grant Morrison', 'Marc Silvestri', 'Chris Bachalo', 'John Paul Leon', 'Frank Quitely', 'Leinil Francis Yu', 'Igor Kordey', 'Ethan Van Sciver', 'Keron Grant', 'Tom Derenick', 'Phil Jimenez']",4.23,2952,112,0785123261,9780785123262,1096,2006-12-06,Marvel,English,19,33.8001402097768
22366,Superfolks,,Robert  Mayer,"['Robert  Mayer', 'Grant Morrison']",3.48,429,57,0312339925,9780312339920,240,2005-03-09,St. Martin'S Griffin,English,20,21.101972526232874
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,,Grant Morrison,"['Grant Morrison', 'Dave McKean']",4.1,51984,1469,1401204252,9781401204259,216,2005-01-11,Dc Comics,English,20,44.520713027089485
22390,Doom Patrol  Vol. 4: Musclebound,,Grant Morrison,"['Grant Morrison', 'Richard Case', 'Mike Dringenberg', 'Mark McKenna', 'Jamie Hewlett', 'Steve Yeowell', 'Rian Hughes']",4.15,2322,77,1401209998,9781401209995,256,2006-08-30,Vertigo,English,19,32.1650511409972
22392,New X-Men  Volume 7: Here Comes Tomorrow,,Grant Morrison,"['Grant Morrison', 'Marc Silvestri']",3.75,1797,55,0785113452,9780785113454,112,2006-11-15,Marvel,English,19,28.10411330636837
22399,Invisible,,Pete Hautman,['Pete Hautman'],3.84,2311,347,0689869037,9780689869037,160,2006-11-28,Simon Pulse,English,19,29.74413400240231
22414,The Invisible Heart: An Economic Romance,,Russell Roberts,"['Russell Roberts', 'Russ Roberts']",3.74,609,90,0262681358,9780262681353,282,2002-02-22,Mit,English,23,23.98633649980592
22417,Transmetropolitan  Vol. 2: Lust for Life,,Warren Ellis,"['Warren Ellis', 'Darick Robertson']",4.34,15496,281,1563894815,9781563894817,208,1999-02-01,Vertigo,English,26,41.874063533317035
22418,Transmetropolitan  Vol. 3: Year of the Bastard,,Warren Ellis,"['Warren Ellis', 'Darick Robertson', 'Rodney Ramos']",4.41,13360,193,1563895684,9781563895685,144,1999-09-01,Vertigo,English,26,41.895420249137025
22420,Transmetropolitan  Vol. 5: Lonely City,,Warren Ellis,"['Warren Ellis', 'Darick Robertson', 'Rodney Ramos', 'Patrick Stewart']",4.41,11372,146,1563897229,9781563897221,144,2001-07-01,Vertigo,English,24,41.1849785524534
22421,Transmetropolitan  Vol. 4: The New Scum,,Warren Ellis,"['Warren Ellis', 'Darick Robertson', 'Rodney Ramos', 'Keith Akin']",4.39,13331,146,1563896273,9781563896279,133,2000-09-01,Vertigo,English,25,41.6958795090873
22423,Transmetropolitan  Vol. 8: Dirge,,Warren Ellis,"['Warren Ellis', 'Darick Robertson', 'Rodney Ramos']",4.47,9963,90,1563899531,9781563899539,140,2003-04-01,Vertigo,English,22,41.154100427427856
22424,Transmetropolitan  Vol. 10: One More Time,,Warren Ellis,"['Warren Ellis', 'Darick Robertson', 'Rodney Ramos']",4.51,10308,184,1401202179,9781401202170,144,2004-06-01,Vertigo,English,21,41.675884331724696
22425,Transmetropolitan  Vol. 9: The Cure,,Warren Ellis,"['Warren Ellis', 'Darick Robertson', 'Rodney Ramos']",4.44,10331,90,1563899884,9781563899881,144,2003-12-01,Vertigo,English,22,41.03892512471785
22426,Transmetropolitan  Vol. 7: Spider's Thrash,,Warren Ellis,"['Warren Ellis', 'Darick Robertson', 'Rodney Ramos', 'Darren Aronofsky']",4.32,12633,88,1563898942,9781563898945,144,2002-11-01,Vertigo,English,23,40.79871448470135
22431,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,,Dave Eggers,"['Dave Eggers', 'Kevin Shay', 'Lee Epstein', 'Suzanne Kleid', ""McSweeney's Publishing""]",3.75,1791,146,1400076854,9781400076857,249,2005-06-14,Vintage,English,20,28.091578475755785
22438,The Fabric of the Cosmos: Space  Time and the Texture of Reality,,Brian Greene,['Brian Greene'],4.11,19,5,0736697500,9780736697507,16,2004-02-24,Books On Tape,English,21,12.312459644306903
22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,,Preston Peet,['Preston Peet'],3.84,157,5,1932857192,9781932857191,343,2005-10-01,Disinformation,English,20,19.440364926823552
22445,Under the Influence: The Disinformation Guide to Drugs,,Preston Peet,['Preston Peet'],3.64,58,3,1932857001,9781932857009,312,2004-01-01,The Disinformation Company (Nyc),English,21,14.84223629581682
22448,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,,Russ Kick,['Russ Kick'],3.87,1010,34,0966410076,9780966410075,399,2001-04-01,Disinformation,English,24,26.775350497609224
22461,The Origin of Species,,Charles Darwin,"['Charles Darwin', 'Julian Huxley']",3.98,805,75,0451529065,9780451529060,576,2003-09-02,Signet Classics,English,22,26.63449329517638
22463,The Origin of Species,,Charles Darwin,['Charles Darwin'],3.98,78431,1355,0785819118,9780785819110,703,2004-05-01,Castle,English,21,44.8545493995848
22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,,Elaine Pagels,['Elaine Pagels'],3.9,5729,209,0679731180,9780679731184,240,1996-04-30,Vintage,English,29,33.748536157864265
22472,Discourse on the Origin of Inequality,,Jean-Jacques Rousseau,['Jean-Jacques Rousseau'],3.82,9975,210,0486434141,9780486434148,73,2004-06-04,Dover Publications,English,21,35.17432120171471
22473,On the Origins of War and the Preservation of Peace,,Donald Kagan,['Donald Kagan'],4.01,520,30,0385423756,9780385423755,573,1996-01-01,Anchor,English,29,25.085557667431
22474,The Origins of Totalitarianism,,Hannah Arendt,['Hannah Arendt'],4.28,77,11,0805242252,9780805242256,674,2004-03-01,Schocken,English,21,18.646713778231454
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,,Julian Jaynes,['Julian Jaynes'],4.25,3473,426,0618057072,9780618057078,491,2000-08-15,Mariner,English,25,34.650513273904465
22482,Final Fantasy Origins - Official Strategy Guide,,Casey Loe,"['Casey Loe', 'Laura Parkinson']",3.96,25,1,0744002532,9780744002539,256,2003-04-09,Bradygames,English,22,12.90206229056507
22483,Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern World,,Barrington Moore Jr.,"['Barrington Moore Jr.', 'James C. Scott', 'Edward Friedman']",3.98,823,37,0807050733,9780807050736,592,1993-09-01,Beacon,English,32,26.722398709039698
22485,Smithsonian Intimate Guide to Human Origins,,Carl Zimmer,['Carl Zimmer'],4.02,173,17,0061196673,9780061196676,176,2007-02-06,Harper Perennial,English,18,20.739402302842404
22486,Economic Origins of Dictatorship and Democracy,,Daron Acemoğlu,"['Daron Acemoğlu', 'James A. Robinson']",3.97,158,10,0521855268,9780521855266,416,2005-10-01,Cambridge University,English,20,20.12354968281432
22489,"African Origins of the Major ""Western Religions""",,Yosef A.A. Ben-Jochannan,['Yosef A.A. Ben-Jochannan'],4.54,129,6,0933121296,9780933121294,363,1991-12-01,Black Classic,English,34,22.09860640506834
22508,The Making of a Philosopher: My Journey Through Twentieth-Century Philosophy,,Colin McGinn,['Colin McGinn'],3.65,226,31,0060957603,9780060957605,256,2003-07-08,Harper Perennial,English,22,19.80106756380712
22514,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,,Michael Baur,"['Michael Baur', 'Steven Baur', 'James S. Spiegel']",3.63,157,14,0812696069,9780812696066,288,2006-10-25,Open Court,English,19,18.37721996988789
22515,The Gospel According to the Beatles,,Steve Turner,['Steve Turner'],3.77,126,23,0664229832,9780664229832,254,2006-08-03,Westminster John Knox,English,19,18.26258531594889
22541,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Stars,,Neil deGrasse Tyson,"['Neil deGrasse Tyson', 'Stephen Tyson']",4.17,86,4,0385488378,9780385488372,352,1998-07-13,Main Street,English,27,18.622836854789615
22542,Merlin's Tour of the Universe,,Neil deGrasse Tyson,['Neil deGrasse Tyson'],4.02,305,27,0385488351,9780385488358,318,1997-07-14,Main Street,English,28,23.008812109848567
22543,Death by Black Hole: And Other Cosmic Quandaries,,Neil deGrasse Tyson,['Neil deGrasse Tyson'],4.1,9837,552,0393062244,9780393062243,384,2007-01-17,W. W. Norton,English,18,37.69543164115667
22549,The Dark Tower,The Dark Tower #7,Stephen King,['Stephen King'],4.28,362,40,0340827211,9780340827215,686,2004-09-21,Hodder & Stoughton,English,21,25.22804413065356
22550,The Gunslinger,,Stephen King,['Stephen King'],3.96,2309,230,0670032549,9780670032549,231,2003-06-23,Viking,English,22,30.67021110192272
22553,Gunslinger Girl  Vol. 1,,Yu Aida,"['Yu Aida', 'Hiroshi Aida']",3.87,911,42,1413900208,9781413900200,175,2003-12-29,Adv Manga,English,22,26.376526761587662
22554,Gunslinger,,Ed Dorn,['Ed Dorn'],4.11,247,24,0822309327,9780822309321,224,1989-08-22,Duke University Press,English,36,22.66019214673808
22557,Wasteland of Flint,,Thomas Harlan,['Thomas Harlan'],3.79,291,38,0765341131,9780765341136,512,2004-02-01,Tor,English,21,21.51489691059679
22559,Cities in Dust,Wasteland #1,Antony Johnston,"['Antony Johnston', 'Christopher Mitten']",3.55,576,73,1932664599,9781932664591,160,2010-04-20,Oni,English,15,22.57034004610375
22562,Slim to None: A Journey Through the Wasteland of Anorexia Treatment,,Jennifer Hendricks,"['Jennifer Hendricks', 'Gordon Hendricks']",3.63,580,21,0071433716,9780071433716,384,2004-02-04,Mcgraw-Hill Education,English,21,23.104045247372436
22575,Sit  Walk  Stand,,Watchman Nee,['Watchman Nee'],4.42,2663,141,0842358935,9780842358934,80,1977-11-04,Tyndale House Publishers,English,48,34.86312141993844
22583,The Minority Report: 18 Classic Stories,,Philip K. Dick,"['Philip K. Dick', 'James Tiptree Jr.']",4.19,456,40,0806523794,9780806523798,380,2002-05-01,Citadel,English,23,25.66242340784672
22584,Flow My Tears  the Policeman Said,,Philip K. Dick,['Philip K. Dick'],3.91,26767,1075,1857983416,9781857983418,204,2001-11-08,Gollancz,English,24,39.86230307481603
22586,The Crack in Space,,Philip K. Dick,['Philip K. Dick'],3.46,1878,142,1400030064,9781400030064,188,2005-03-08,Vintage,English,20,26.08319269797059
22590,Ubik,,Philip K. Dick,"['Philip K. Dick', 'David Alabort', 'Manuel Espín']",4.09,63422,2486,8498000831,9788498000832,288,2006-05-01,La Factoría De Ideas,Spanish,19,45.22550976921266
22591,The Best of Philip K. Dick,,Philip K. Dick,"['Philip K. Dick', 'John Brunner']",4.22,622,33,0345253590,9780345253590,450,1978-02-12,Del Rey Books (Ny),English,47,27.15378630928305
22595,Vulcan's Hammer,,Philip K. Dick,['Philip K. Dick'],3.52,1561,97,1400030129,9781400030125,165,2004-08-10,Vintage,English,21,25.885102603006704
22602,Carly's Sound,,Ali Vali,['Ali Vali'],4.21,454,11,1933110457,9781933110455,212,2006-06-01,Bold Strokes,English,19,25.7664521337835
22616,The System of Objects,,Jean Baudrillard,"['Jean Baudrillard', 'James Benedict']",4.01,1002,27,1844670538,9781844670536,224,2006-01-17,Verso,English,19,27.71211065972736
22618,The Intelligence of Evil or the Lucidity Pact,,Jean Baudrillard,"['Jean Baudrillard', 'Chris     Turner']",3.89,247,9,1845203348,9781845203344,215,2005-12-01,Bloomsbury Academic,English,20,21.447237822581783
22620,Introducing Baudrillard,,Chris Horrocks,"['Chris Horrocks', 'Zoran Jevtić']",3.32,165,25,1840460873,9781840460872,176,1997-08-13,Icon,English,28,16.971799457343725
22623,Existentialism and Human Emotions,,Jean-Paul Sartre,['Jean-Paul Sartre'],3.84,4190,147,0806509023,9780806509020,96,2000-12-01,Citadel,English,25,32.028267448032274
22626,From Socrates to Sartre: The Philosophic Quest,,T.Z. Lavine,['T.Z. Lavine'],3.94,932,70,0553251619,9780553251616,426,1985-01-01,Bantam,English,40,26.943316491338535
22632,The Trial and Death of Socrates,Euthyphro  Apology  Crito  Phaedo (death scene only,Plato,"['Plato', 'G.M.A. Grube', 'John M. Cooper']",4.08,26252,344,0872205541,9780872205543,58,2001-06-01,Hackett Publishing,English,24,41.51618503259208
22633,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarchy,,Jane Robins,['Jane Robins'],3.39,52,8,0743255909,9780743255905,384,2006-08-07,Free,English,19,13.459289586941694
22649,Bookends,,Jane Green,['Jane Green'],3.72,37153,822,0767907817,9780767907811,368,2003-05-27,Broadway,English,22,39.144915383339026
22656,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallon,,Jane Green,['Jane Green'],3.65,683,66,0140276904,9780140276909,450,1998-08-06,Penguin,English,27,23.827046399322306
22677,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,,Albert Ellis,['Albert Ellis'],3.76,51,6,1886230358,9781886230354,272,2001-06-01,Impact,English,24,14.856676381866167
22680,American Sphinx: The Character of Thomas Jefferson,,Joseph J. Ellis,['Joseph J. Ellis'],3.92,20178,590,0679764410,9780679764410,440,1998-04-07,Vintage,English,27,38.856599135570264
22686,The Other Woman,,Jane Green,['Jane Green'],3.7,29112,651,0452287146,9780452287143,389,2006-06-06,Berkley,English,19,38.03207832855343
22687,No Other Woman,No Other  #2,Shannon Drake,['Shannon Drake'],3.78,299,7,0380781360,9780380781362,391,1996-06-01,Avon,English,29,21.560297754200437
22690,The Other Woman,Dundee  Idaho  #7,Brenda Novak,['Brenda Novak'],4.11,560,33,0373713444,9780373713448,299,2006-05-09,Harlequin Special Releases,English,19,26.01515292169828
22691,The Other Woman,,Ann  O'Leary,"[""Ann  O'Leary""]",3.64,77,6,1562802348,9781562802349,213,1999-04-28,Naiad,English,26,15.858420129150113
22697,Sins of a Shaker Summer,Sister Rose Callahan  #3,Deborah Woodworth,['Deborah Woodworth'],3.52,58,6,0380792044,9780380792047,272,1999-03-09,Avon,English,26,14.352931802548133
22715,InuYasha Ani-Manga  Vol. 1,Inuyasha Ani-Manga  #1,Rumiko Takahashi,['Rumiko Takahashi'],4.36,5862,55,1591162025,9781591162025,206,2004-01-14,Viz Media,English,21,37.82917679876398
22718,Pusteblume,,Marian Keyes,['Marian Keyes'],3.81,59,0,3453189345,9783453189348,560,2001-05-01,Heyne,German,24,15.599452782066203
22724,¿Quién te lo ha contado?,,Marian Keyes,['Marian Keyes'],3.79,169,9,8497936736,9788497936736,648,2005-12-30,Debolsillo,Spanish,20,19.464676076420492
22726,Por los pelos,,Marian Keyes,['Marian Keyes'],3.81,34,5,1400002214,9781400002214,592,2002-09-17,Plaza Y Janes,Spanish,23,13.545876114274666
22727,Under the Duvet,,Marian Keyes,['Marian Keyes'],3.52,401,43,0141007478,9780141007472,304,2009-07-28,Penguin Uk,English,16,21.107511351938953
22733,Rachel se va de viaje,La familia Walsh  #2,Marian Keyes,['Marian Keyes'],3.95,204,21,8497599179,9788497599177,595,2003-03-30,Debolsillo,Spanish,22,21.025889417596716
22736,Yeats ist tot!,,Joseph O'Connor,"[""Joseph O'Connor"", 'Diethard Herles', 'Pauline McLynn', 'Gerard Stembridge', 'Frank McCourt', 'Conor McPherson', 'Gene Kerrigan', 'Gina Moxley', 'Marian Keyes', 'Anthony Cronin', ""Owen O'Neill"", 'Hugo Hamilton', ""Charlie O'Neill"", 'Tom Humphries', ""Donal O'Kelly""]",3.4,11,2,3548603254,9783548603254,332,2003-04-01,List Taschenbuch,German,22,8.448682609279201
22739,Le Club de la dernière chance,,Marian Keyes,['Marian Keyes'],3.81,6,0,2266130609,9782266130608,608,2003-06-05,Pocket,French,22,7.413917667900743
22741,Les vacances de Rachel,Walsh Family  #2,Marian Keyes,"['Marian Keyes', 'Roxane Azimi']",3.95,7,1,2266108271,9782266108270,563,2002-05-02,Pocket,French,23,8.213794089635352
22745,Auszeit für Engel Walsh Family  #3),,Marian Keyes,['Marian Keyes'],3.75,16,1,3453868579,9783453868571,477,2003-02-01,Heyne,German,22,10.62455004021081
22784,犬夜叉 8,,Rumiko Takahashi,['Rumiko Takahashi'],4.26,16,0,4091252087,9784091252081,192,1998-11-18,小学館,Japanese,27,12.06948884567948
22786,犬夜叉 7,,Rumiko Takahashi,['Rumiko Takahashi'],4.27,15,0,4091252079,9784091252074,192,1998-08-08,小学館,Japanese,27,11.838953843963864
22789,犬夜叉 24,,Rumiko Takahashi,['Rumiko Takahashi'],4.26,11,1,4091256449,9784091256447,192,2001-12-18,小学館,Japanese,24,10.58570232809688
22799,犬夜叉 28,,Rumiko Takahashi,['Rumiko Takahashi'],4.29,12,1,4091256481,9784091256485,192,2002-12-05,小学館,Japanese,23,11.003632743509993
22801,犬夜叉 4,,Rumiko Takahashi,['Rumiko Takahashi'],4.29,15,0,4091252044,9784091252043,192,1997-12-10,小学館,Japanese,28,11.894405618408662
22802,犬夜叉 22,,Rumiko Takahashi,['Rumiko Takahashi'],4.25,13,1,4091256422,9784091256423,192,2001-08-09,小学館,Japanese,24,11.215993650864847
22803,犬夜叉 26,,Rumiko Takahashi,['Rumiko Takahashi'],4.28,11,1,4091256465,9784091256461,192,2002-06-18,小学館,Japanese,23,10.635400461092642
22804,犬夜叉 12,,Rumiko Takahashi,['Rumiko Takahashi'],4.25,13,0,4091255825,9784091255822,192,1999-09-18,小学館,Japanese,26,11.215993650864847
22805,犬夜叉 17,,Rumiko Takahashi,['Rumiko Takahashi'],4.25,14,1,4091255876,9784091255877,192,2000-08-09,小学館,Japanese,25,11.509213354684393
22807,犬夜叉 14,,Rumiko Takahashi,['Rumiko Takahashi'],4.3,13,1,4091255841,9784091255846,192,2000-02-18,小学館,Japanese,25,11.34794651734561
22816,犬夜叉 10,,Rumiko Takahashi,['Rumiko Takahashi'],4.28,15,0,4091252109,9784091252104,192,1999-04-17,小学館,Japanese,26,11.866679731186265
22820,犬夜叉  27,,Rumiko Takahashi,['Rumiko Takahashi'],4.28,12,1,4091256473,9784091256478,192,2002-09-18,小学館,Japanese,23,10.977983249935377
22826,Lamu: Urusei Yatsura  3,,Rumiko Takahashi,['Rumiko Takahashi'],4.08,38,0,8484497283,9788484497288,416,2005-08-30,Glénat,Spanish,20,14.947331516208957
22831,The Return of Lum  Volume 1: Urusei Yatsura,Urusei Yatsura  #2,Rumiko Takahashi,['Rumiko Takahashi'],4.11,72,4,1569310351,9781569310359,208,1995-06-05,Viz Media,English,30,17.63378830311989
22835,Ranma 1/2  Vol. 12,Ranma ½ (US 2nd,Rumiko Takahashi,['Rumiko Takahashi'],4.11,1102,19,1591162866,9781591162865,200,2004-08-17,Viz Media,English,21,28.7937928691319
22861,Your and My Secret  Vol. 1,,Ai Morinaga,['Ai Morinaga'],3.54,406,31,1413901433,9781413901436,174,2004-07-06,Adv Manga,English,21,21.271198676466785
22867,A Man Rides Through,Mordant's Need  #2,Stephen R. Donaldson,['Stephen R. Donaldson'],4.02,11246,148,0345459849,9780345459848,672,2003-06-03,Del Rey,English,22,37.497983955724166
